Barcode Number,id,Product name,Price,Description,Quantity ,First Name,Last Name,Phone number(Cust),Purchase Date,Last Stock Date,Brand
64942-1133,399,Muffin - Bran Ind Wrpd,$150.14,"Division of Sacral Plexus, Percutaneous Approach",399,Vivianne,Guillart,276-387-3680,10/1/2018,9/26/2019,Degree
36800-666,400,Cheese - Parmigiano Reggiano,$68.59,"Excision of Glossopharyngeal Nerve, Percutaneous Approach",400,Rodina,Joinson,221-533-4649,1/21/2020,3/15/2020,Topcare Cough and Sore Throat
60637-007,401,Longos - Greek Salad,$336.44,"Introduction of Electrolytic and Water Balance Substance into Pleural Cavity, Percutaneous Approach",401,Alastair,Reckhouse,772-639-4741,12/16/2022,3/6/2019,Justice Mixed Berry ANTI BAC HAND SANITIZER
60575-515,402,Sultanas,$474.44,"Excision of Left Knee Joint, Percutaneous Approach",402,Germain,Markos,323-278-8978,7/14/2019,12/30/2022,CODAR
0268-0638,403,Easy Off Oven Cleaner,$152.47,"Occlusion of Left Fallopian Tube with Intraluminal Device, Percutaneous Endoscopic Approach",403,Ash,Olerenshaw,803-784-0906,4/16/2021,10/2/2020,MUS MUSCULUS SKIN
68788-9041,404,Salmon - Canned,$283.19,"Excision of Right Tarsal, Percutaneous Approach, Diagnostic",404,Stanislas,Wakeford,505-889-6167,7/28/2022,7/11/2019,Atenolol and Chlorthalidone
68599-0205,405,Soup - Verve - Chipotle Chicken,$295.54,"Replacement of Right Thumb Phalanx with Synthetic Substitute, Percutaneous Approach",405,Christal,Axford,878-470-5898,1/20/2023,5/18/2021,THERA Calazinc Body Shield
43857-0274,406,Apples - Spartan,$397.89,"Removal of Internal Fixation Device from Nasal Bone, Percutaneous Endoscopic Approach",406,Janine,Seaking,331-776-3377,9/16/2019,5/24/2019,Free Radical
51346-130,407,Cheese - Le Cheve Noir,$208.89,Nonimaging Nuclear Medicine Uptake of Thyroid Gland using Other Radionuclide,407,Barby,Cleyburn,475-184-0024,2/17/2023,5/1/2020,SUPER AQUA MAX WHITE C LUMINOUS AMPOULE
59779-897,408,Wine - Rosso Toscano Igt,$127.55,"Excision of Right Thyroid Artery, Percutaneous Approach",408,Nichols,Neylan,801-325-0020,4/12/2022,7/15/2021,ibuprofen
55154-6647,409,Pails With Lids,$446.32,"Occlusion of Right Parotid Duct, Percutaneous Endoscopic Approach",409,Helyn,Farens,610-285-2914,1/25/2023,2/7/2022,Oxybutynin Chloride
24488-043,410,Berry Brulee,$322.39,"Occlusion of Right Parotid Duct with Intraluminal Device, Open Approach",410,Tedra,Faraker,967-701-0706,2/27/2022,11/11/2018,Boy Butter
10056-047,411,Tea - Jasmin Green,$188.50,"Reposition Left Ankle Joint with Internal Fixation Device, External Approach",411,Moria,Huttley,683-545-5484,9/6/2018,1/21/2019,formu care ranitidine
24236-608,412,Ecolab Digiclean Mild Fm,$285.29,"Drainage of Aortic Lymphatic, Percutaneous Approach",412,Jewel,Jaume,395-170-4239,11/26/2022,1/3/2023,ENALAPRIL MALEATE
49288-0319,413,"Pasta - Elbows, Macaroni, Dry",$111.30,"Removal of Nonautologous Tissue Substitute from Upper Extremity Subcutaneous Tissue and Fascia, Open Approach",413,Jade,Hanselmann,259-822-4427,7/19/2020,1/11/2022,Mucor racemosus
10267-1211,414,Dill Weed - Fresh,$342.68,"Release Thoracic Aorta, Ascending/Arch, Percutaneous Approach",414,Bevan,Gallamore,407-500-3537,11/4/2020,10/1/2020,PSYLDEX
53045-103,415,"Syrup - Monin, Swiss Choclate",$155.24,"Insertion of Ring External Fixation Device into Left Fibula, Percutaneous Approach",415,Ado,Bice,176-973-4716,12/9/2022,12/2/2020,Opahl
54753-003,416,Muffin Orange Individual,$301.70,"Introduction of Liquid Brachytherapy Radioisotope into Spinal Canal, Percutaneous Approach",416,Manda,Bearward,409-815-7030,12/31/2020,4/11/2020,Athomer baby
59779-510,417,Wine - Chablis J Moreau Et Fils,$177.26,"Repair Celiac Artery, Percutaneous Endoscopic Approach",417,Noel,Gasken,948-101-0444,11/25/2019,2/14/2021,CVS Pharmacy
36987-1204,418,Flour - Masa De Harina Mexican,$449.38,"Supplement Right Lower Arm and Wrist Tendon with Synthetic Substitute, Percutaneous Endoscopic Approach",418,Benedicto,Cooper,550-873-6740,6/7/2022,3/31/2021,Codfish
60512-6161,419,"Beans - Black Bean, Preserved",$190.24,"Excision of Right External Jugular Vein, Percutaneous Approach, Diagnostic",419,Julieta,Grunbaum,617-400-7060,4/18/2022,12/1/2022,ALLOXANUM
0067-6266,420,Asparagus - Frozen,$284.36,"Restriction of Left Pulmonary Artery with Extraluminal Device, Open Approach",420,Sheelah,Dietmar,323-557-6199,2/13/2020,2/15/2020,LAMISL AF
55154-0462,421,Soup - Campbells Broccoli,$414.31,Ultrasonography of Left Eye,421,Tamra,Oluwatoyin,106-668-8059,4/15/2022,7/2/2020,Ceftriaxone
0121-4727,422,"Bread - Pumpernickle, Rounds",$186.30,"Drainage of Right Colic Artery, Open Approach, Diagnostic",422,Opaline,Brigden,364-866-8565,11/20/2022,9/21/2019,Ranitidine
0187-1613,423,"Beans - Long, Chinese",$263.76,"Removal of Synthetic Substitute from Left Extraocular Muscle, Percutaneous Approach",423,Blanch,Braferton,938-408-0648,3/25/2020,8/4/2018,AcneFree
11822-5260,424,"Juice - Orange, 341 Ml",$42.77,"Restriction of Right Common Iliac Artery with Intraluminal Device, Open Approach",424,Roseanne,Pavolini,388-447-3797,4/28/2021,11/20/2021,severe cold and sinus relief PE
54575-153,425,Soup - Verve - Chipotle Chicken,$59.57,High Dose Rate (HDR) Brachytherapy of Abdomen Lymphatics using Cesium 137 (Cs-137),425,Farly,Clawley,915-312-3269,11/25/2022,4/9/2023,"3-RAGWEED MIX, GIANT/SHORT/WESTERN POLLEN"
50742-106,426,Shopper Bag - S - 4,$339.33,"Insertion of Tissue Expander into Left Breast, Percutaneous Approach",426,Clevey,Devenport,385-783-1909,2/17/2019,12/30/2021,Furosemide
47593-284,427,Bagel - Plain,$146.10,"Removal of Monitoring Device from Upper Artery, Percutaneous Approach",427,Jacquelin,Eiler,819-391-7747,4/12/2019,5/14/2021,Clean Force
67544-879,428,Sponge Cake Mix - Vanilla,$278.47,"Introduction of Blood Brain Barrier Disruption Substance into Central Vein, Open Approach",428,Darin,Cutcliffe,449-762-1332,2/3/2020,6/2/2020,Lorazepam
0781-5916,429,Mints - Striped Red,$229.53,"Supplement Right Palatine Bone with Synthetic Substitute, Open Approach",429,Bridie,Dymoke,921-829-8747,6/20/2021,7/9/2020,Chlorpromazine Hydrochloride
36987-1687,430,Bread Fig And Almond,$201.43,"Drainage of Right Lung, Percutaneous Endoscopic Approach, Diagnostic",430,Dore,Adrian,741-536-9185,5/17/2019,4/30/2021,Dill
36987-2946,431,"Mushrooms - Black, Dried",$365.96,"Destruction of Left Pleura, Open Approach",431,Adair,Siegertsz,227-239-9186,8/14/2018,8/18/2018,Loblolly Pine
43478-271,432,Peppercorns - Green,$97.36,"Occlusion of Left Subclavian Artery with Intraluminal Device, Percutaneous Approach",432,Georgeta,Ives,113-932-5406,10/14/2021,2/6/2020,Hydrocortisone Butyrate
49348-125,433,Tuna - Bluefin,$78.19,Fluoroscopy of Cerebral and Cerebellar Veins using Low Osmolar Contrast,433,Pepe,Hannum,501-309-6788,8/15/2022,4/18/2019,STOOL SOFTENER
63739-475,434,Trout Rainbow Whole,$33.81,"Drainage of Left Upper Lung Lobe, Open Approach, Diagnostic",434,Salomone,Stening,606-192-7027,7/19/2019,8/8/2021,Lidocaine Hydrochloride and Epinephrine
24236-248,435,Buffalo - Tenderloin,$56.66,"Extirpation of Matter from Left Nipple, Open Approach",435,Dinah,Heatlie,878-716-8452,5/18/2022,4/7/2022,Prednisone
64159-7695,436,Wine - Muscadet Sur Lie,$85.72,"Revision of Monitoring Device in Diaphragm, Via Natural or Artificial Opening",436,Alley,Cleverly,791-482-2382,9/13/2020,5/7/2019,SENSAI FLUID FINISH LASTING VELVET FV102
0591-0345,437,Wine - Remy Pannier Rose,$395.04,"Transfer Left Ankle Bursa and Ligament, Percutaneous Endoscopic Approach",437,Ealasaid,Piggin,442-206-7414,1/5/2020,8/3/2020,Verapamil Hydrochloride
49643-018,438,Bols Melon Liqueur,$495.31,"Revision of Autologous Tissue Substitute in Diaphragm, Via Natural or Artificial Opening Endoscopic",438,Bonnee,Francais,115-614-7560,11/3/2018,6/29/2020,Karaya Gum
76214-044,439,Sauce - Rosee,$322.26,"Transfer Abdomen Subcutaneous Tissue and Fascia with Skin, Subcutaneous Tissue and Fascia, Percutaneous Approach",439,Abrahan,Lighton,589-726-0403,5/1/2021,9/6/2019,GOOD AFTERNOON BERRY BERRY TEA BB
25000-105,440,Mace Ground,$409.42,"Bypass Right Femoral Vein to Lower Vein with Autologous Arterial Tissue, Open Approach",440,Darleen,Maidstone,597-762-9940,10/25/2019,8/3/2018,GABAPENTIN
54868-5417,441,Bag Clear 10 Lb,$11.86,"Removal of Infusion Device from Spinal Canal, Percutaneous Endoscopic Approach",441,Robinetta,Rawnsley,472-513-8025,12/18/2019,2/22/2023,Fexofenadine Hydrochloride
37808-829,442,"Artichoke - Hearts, Canned",$425.15,"Drainage of Prostate, Percutaneous Endoscopic Approach",442,Danya,MacColgan,286-214-1267,12/1/2022,12/16/2019,rx act pain relief pm
55289-086,443,Cream - 35%,$344.82,"Removal of Nonautologous Tissue Substitute from Upper Back, External Approach",443,Trace,Lage,189-695-0936,1/4/2020,3/16/2021,Lotensin
0363-0556,444,Lid Coffeecup 12oz D9542b,$455.34,"Resection of Right Ankle Joint, Open Approach",444,Lidia,Graver,348-516-9939,9/6/2020,4/19/2023,Extra Strength Pain Reliever PM
59779-023,445,"Soup - Campbells, Butternut",$491.36,"Removal of Drainage Device from Upper Bone, Percutaneous Endoscopic Approach",445,Emanuele,Visick,859-300-5404,9/27/2018,8/24/2021,CVS Pharmacy Oil Free Faces SPF 30
10812-340,446,Cranberries - Frozen,$165.21,"Replacement of Celiac Artery with Nonautologous Tissue Substitute, Open Approach",446,Sallyanne,Whal,391-655-3246,7/21/2022,4/18/2023,Neutrogena MoistureShine SPF20
76151-221,447,Dried Figs,$352.93,"Replacement of Left Foot Vein with Nonautologous Tissue Substitute, Open Approach",447,Nanete,Plail,716-142-2908,1/7/2021,11/26/2022,Boscia BB BRONZE Broad Spectrum SPF 27 PA Self-Adjusting Shade
58611-032,448,Pepper - Red Bell,$145.65,"Destruction of Bilateral Ovaries, Percutaneous Endoscopic Approach",448,Hill,Spilisy,349-290-9789,12/15/2020,12/3/2022,Phoenix KinetiCream Anti-inflammatory and Pain Relief
49288-0213,449,"Pork - Loin, Bone - In",$107.38,"Ultrasonography of Right Shoulder, Densitometry",449,Olympe,Smeath,433-799-1259,3/2/2021,4/13/2022,Grain Smut Mixture
59762-5010,450,Wine - Champagne Brut Veuve,$127.01,"Extirpation of Matter from Small Intestine, Percutaneous Endoscopic Approach",450,Tisha,Durston,844-342-7670,3/1/2020,9/8/2022,clindamycin hydrochloride
49288-0940,451,Wine - Savigny - Les - Beaune,$483.85,"Release Sacral Plexus, Open Approach",451,Erhart,Chark,854-949-9638,8/21/2018,5/6/2019,Treatment Set TS350619
57373-103,452,"Soup - Campbells, Minestrone",$185.96,"Removal of Autologous Tissue Substitute from Head, Percutaneous Endoscopic Approach",452,Esteban,Findlater,304-849-8379,12/31/2018,7/18/2019,Natural herb
51523-118,453,Soupcontfoam16oz 116con,$499.84,"Drainage of Right Trunk Bursa and Ligament with Drainage Device, Percutaneous Approach",453,Opalina,Pay,128-725-0652,12/28/2019,5/17/2021,FACE IT RADIANCE FOUNDATION SPF20 NB21
0067-8105,454,Cup - Paper 10oz 92959,$270.31,"Insertion of Tissue Expander into Right Nipple, Percutaneous Approach",454,Edgard,Rivalland,646-563-8668,1/24/2020,3/3/2023,Triaminic
0178-0893,455,Flour Pastry Super Fine,$344.25,"Drainage of Stomach with Drainage Device, Percutaneous Endoscopic Approach",455,Konstance,Ashenhurst,933-228-5229,9/19/2018,2/19/2020,CitraNatal Assure
68828-175,456,Beef - Tenderloin - Aa,$458.45,"Drainage of Left Lower Extremity, Open Approach, Diagnostic",456,Kane,Kira,372-675-0263,10/4/2019,3/8/2022,BeCause Antibacterial Hand
52125-385,457,"Pail - 15l White, With Handle",$309.93,"Bypass Right Subclavian Artery to Lower Arm Vein with Synthetic Substitute, Open Approach",457,Denny,Logue,852-985-5761,11/6/2020,12/20/2019,Warfarin Sodium
68084-550,458,Vinegar - Rice,$369.82,"Revision of Synthetic Substitute in Spinal Cord, Percutaneous Endoscopic Approach",458,Cordula,Pomroy,254-217-3033,2/14/2021,6/1/2019,Rivastigmine Tartrate
37205-350,459,Sausage - Blood Pudding,$461.71,"Dilation of Upper Esophagus with Intraluminal Device, Percutaneous Endoscopic Approach",459,Francine,Creffeild,985-747-4442,8/18/2019,3/31/2020,leader ibuprofen
55312-946,460,Duck - Whole,$247.32,"Revision of Autologous Tissue Substitute in Lower Bursa and Ligament, Percutaneous Approach",460,Annemarie,Sollime,231-798-1507,3/2/2019,9/20/2021,acetaminophen
60429-108,461,"Cheese - Cheddar, Old White",$76.44,High Dose Rate (HDR) Brachytherapy of Liver using Palladium 103 (Pd-103),461,Martita,Shenfish,250-931-7072,6/6/2020,4/7/2019,Isosorbide Sublingual
68788-9832,462,Chickensplit Half,$53.79,"Bypass Gastric Vein to Lower Vein with Nonautologous Tissue Substitute, Open Approach",462,Henrieta,Wolfit,649-675-4194,12/3/2020,10/31/2022,Allopurinol
66902-700,463,Bagel - Plain,$149.83,"Restriction of Pelvis Lymphatic with Extraluminal Device, Percutaneous Approach",463,Alyssa,Helliwell,441-844-8670,10/3/2020,8/12/2021,ZIMS ARNICA MAX
54569-3259,464,Apple - Royal Gala,$492.13,"Revision of Internal Fixation Device in Right Radius, Percutaneous Endoscopic Approach",464,Emmaline,Katt,866-910-4646,7/25/2019,4/15/2021,Neomycin and Polymyxin B Sulfates and Hydrocortisone
21695-244,465,Sambuca - Ramazzotti,$139.13,"Perfusion of Respiratory System Donor Organ, Single",465,Viole,Soeiro,766-984-9173,6/12/2019,12/10/2020,Childrens Silapap
47124-720,466,"Bread - Rolls, Corn",$179.26,"Bypass Upper Esophagus to Duodenum with Autologous Tissue Substitute, Open Approach",466,Rosamund,Retter,504-721-7584,10/6/2020,8/14/2020,ANTIBACTERIAL
52125-780,467,Cookies - Fortune,$480.63,"Revision of Drainage Device in Upper Artery, External Approach",467,Corny,Kiehnlt,862-551-6420,3/25/2023,8/26/2019,ibuprofen
64661-090,468,"7up Diet, 355 Ml",$199.50,"Occlusion of Sigmoid Colon with Extraluminal Device, Open Approach",468,Thom,Haug,594-421-3590,8/13/2022,6/4/2019,DryMax
65044-2482,469,Cup Translucent 9 Oz,$10.84,"Resection of Nasal Turbinate, Percutaneous Endoscopic Approach",469,Karlen,Varnes,554-871-4390,8/7/2022,11/30/2020,"Pollens - Weeds and Garden Plants, Scale, Wing (Shad) Atriplex canescens"
55289-911,470,Pork Ham Prager,$391.06,"Excision of Right Common Carotid Artery, Percutaneous Endoscopic Approach, Diagnostic",470,Constantina,Emanuele,394-426-7614,6/4/2021,11/17/2021,Plavix
59667-0017,471,Raisin - Dark,$41.20,"Restriction of Left Renal Artery with Intraluminal Device, Percutaneous Endoscopic Approach",471,Rubia,Maffezzoli,723-362-4187,8/22/2021,10/3/2020,Blunt Trauma
33261-349,472,Seaweed Green Sheets,$266.28,Plain Radiography of Left Submandibular Gland using High Osmolar Contrast,472,Arlie,Dalgetty,380-294-3035,11/21/2019,1/28/2021,Atenolol
41250-380,473,Tea - Herbal I Love Lemon,$450.33,"Repair Right Metacarpophalangeal Joint, Percutaneous Endoscopic Approach",473,Faydra,Tillett,302-902-2880,9/1/2020,12/28/2019,Citroma
52959-119,474,Artichokes - Jerusalem,$162.71,"Occlusion of Right External Iliac Vein with Intraluminal Device, Percutaneous Approach",474,Cynthea,Grayson,914-664-0163,5/17/2019,12/22/2022,Oxycodone and Acetaminophen
52125-537,475,Sugar - Cubes,$298.20,"Supplement Right External Iliac Artery with Synthetic Substitute, Percutaneous Endoscopic Approach",475,Rasla,Rooney,410-593-4713,7/26/2022,4/16/2022,Ciprofloxacin
54473-150,476,Pastry - Choclate Baked,$34.41,Low Dose Rate (LDR) Brachytherapy of Bladder using Cesium 137 (Cs-137),476,Case,De Biasio,702-727-8910,11/5/2022,10/13/2018,Pain-A-Trate
65517-0006,477,Whmis - Spray Bottle Trigger,$436.07,"Excision of Paraganglion Extremity, Open Approach",477,Catina,Kas,648-316-2557,9/14/2022,2/24/2021,Dukal Sterile Alcohol Prep Pad
49643-370,478,Beer - Camerons Auburn,$458.34,"Fusion of Left Wrist Joint with Internal Fixation Device, Percutaneous Endoscopic Approach",478,Danie,Jancso,734-579-0015,12/29/2020,1/15/2020,Utah Juniper Pollen
64679-921,479,Coffee Decaf Colombian,$101.78,"Fluoroscopy of Inferior Vena Cava using High Osmolar Contrast, Guidance",479,Ryan,Kiledal,318-464-8414,8/4/2021,6/11/2021,Cefuroxime Axetil
59427-706,480,"Pasta - Linguini, Dry",$79.67,"Dilation of Upper Vein with Intraluminal Device, Percutaneous Endoscopic Approach",480,Osbert,Hellings,394-876-3542,6/13/2020,10/14/2019,A PERFECT WORLD
49999-755,481,Lime Cordial - Roses,$199.06,"Supplement of Right Lower Arm Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Percutaneous Approach",481,Sari,Fadian,145-584-1928,10/11/2020,1/23/2023,Protonix
54868-6340,482,Vodka - Smirnoff,$308.45,"Revision of Infusion Device in Left Hip Joint, Percutaneous Endoscopic Approach",482,Isabeau,Danne,843-620-4726,1/18/2020,1/22/2021,Quetiapine fumarate
61578-301,483,Plate Pie Foil,$180.08,"Excision of Right Foot Vein, Open Approach, Diagnostic",483,Rodi,Lafflina,125-404-9753,8/14/2018,10/27/2022,CTx3 Rinse
65903-295,484,Water - Spring Water 500ml,$417.13,"Destruction of Right Upper Leg Tendon, Open Approach",484,Fanchon,Felgat,532-696-6432,11/23/2021,11/29/2020,Sea Pure Hydrating
0093-5200,485,"Turkey - Breast, Boneless Sk On",$420.65,Binaural Hearing Aid Assessment using Computer,485,Riane,Haggata,836-931-8993,8/7/2021,3/12/2020,Buspirone Hydrochloride
49404-110,486,"Squash - Pattypan, Yellow",$88.98,"Introduction of Liquid Brachytherapy Radioisotope into Biliary and Pancreatic Tract, Percutaneous Approach",486,Berny,Vurley,903-189-0799,1/16/2019,5/11/2022,Dr. Jart Nourishing Beauty Balm
68345-850,487,Bread - Pita,$309.68,"Supplement Right Axillary Vein with Autologous Tissue Substitute, Open Approach",487,Nelli,Widmoor,241-366-7550,3/29/2023,10/6/2022,EVOKE Antiperspirant and Deodorant Roll-on
60505-7008,488,Cheese - Montery Jack,$270.87,"Excision of Stomach, Open Approach",488,Lonni,Papa,129-195-6731,6/19/2020,8/30/2021,FENTANYL
52641-700,489,"Beef - Tongue, Fresh",$44.67,"Reattachment of Head and Neck Tendon, Percutaneous Endoscopic Approach",489,Martina,Luther,238-701-1956,2/9/2021,10/23/2020,Antiseptic
52125-255,490,"Mushroom - Shitake, Fresh",$324.75,"Division of Left Thorax Muscle, Percutaneous Approach",490,Barthel,Brewins,617-697-8929,3/28/2023,9/28/2022,Prednisone
65044-2203,491,Puff Pastry - Sheets,$374.18,"Destruction of Left Vitreous, Percutaneous Approach",491,Micheil,Ingerith,441-774-6211,3/12/2019,12/30/2022,"Pollens - Trees, Pine Mix"
10356-835,492,Magnotta - Bel Paese White,$250.14,"Removal of Synthetic Substitute from Skull, Percutaneous Approach",492,Myca,Blenkin,726-299-5924,12/19/2022,2/20/2019,Nivea A Kiss of Cherry Fruity Lip Care
52125-951,493,"Wine - Red, Cabernet Merlot",$137.83,"Replacement of Left Lens with Nonautologous Tissue Substitute, Percutaneous Approach",493,Cazzie,Pickerin,108-398-0579,10/18/2020,1/28/2021,Isoniazid
37205-682,494,Table Cloth 54x54 Colour,$164.07,"Replacement of Chordae Tendineae with Zooplastic Tissue, Open Approach",494,Scotti,Ellicott,767-108-8756,4/17/2019,1/23/2021,Leader Acid Control
65841-705,495,Chocolate - Milk Coating,$450.79,"Replacement of Right Knee Joint with Synthetic Substitute, Open Approach",495,Melisent,Twopenny,747-876-1533,4/25/2020,10/22/2018,Gabapentin
10096-9360,496,"Quail - Whole, Bone - In",$463.79,"Drainage of Right Toe Phalanx, Percutaneous Approach",496,Carla,Annell,587-225-4757,12/19/2018,8/10/2018,Odyssey
45802-466,497,Crab Brie In Phyllo,$239.94,"Insertion of Intraluminal Device into Right Hypogastric Vein, Open Approach",497,Orelee,Quade,608-501-6429,7/3/2022,2/21/2021,Econazole Nitrate
66184-475,498,Steamers White,$379.94,"Drainage of Male Perineum with Drainage Device, Open Approach",498,Ann,Pedro,991-440-7314,8/31/2020,9/10/2018,ck one waterfresh face makeup spf 15
68151-2472,499,Sambuca Cream,$485.01,"Dilation of Left Pulmonary Artery with Intraluminal Device, Open Approach",499,Enrichetta,Hannaway,658-362-5135,4/11/2020,9/18/2020,Isosorbide Dinitrate
49288-0224,500,Beans - Butter Lrg Lima,$371.52,"Extraction of Perineum Bursa and Ligament, Percutaneous Approach",500,Ardra,Munkley,626-910-0744,1/22/2023,11/26/2018,Goat Hair
